file_name,corpus_origin,total_words,postural_contortion_raw_count,postural_contortion_density_10k,apparatus_pole_raw_count,apparatus_pole_density_10k,subaltern_tribal_raw_count,subaltern_tribal_density_10k,poison_necromancy_raw_count,poison_necromancy_density_10k,sorcery_magic_raw_count,sorcery_magic_density_10k,espionage_subversion_raw_count,espionage_subversion_density_10k,climbing_leaping_raw_count,climbing_leaping_density_10k,caravan_trade_transit_raw_count,caravan_trade_transit_density_10k
"Viṣṇupurāṇa-0076-ViPur, 4, 21-8516.conllu",DCS,157,0,0.0,1,63.69,0,0.0,2,127.39,0,0.0,0,0.0,0,0.0,0,0.0
"Matsyapurāṇa-0038-MPur, 40-2315.conllu",DCS,394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,76.14,0,0.0,1,25.38
"Baudhāyanaśrautasūtra-0000-BaudhŚS, 1, 1-11743.conllu",DCS,173,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kauṣītakibrāhmaṇa-0023-KauṣB, 3, 10-12389.conllu",DCS,217,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Vaikhānasagṛhyasūtra-0017-VaikhGS, 1, 18-15010.conllu",DCS,167,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Gopathabrāhmaṇa-0102-GB, 1, 4, 17-13361.conllu",DCS,121,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Spandakārikā-0000-SpandaKār, 1-204.conllu",DCS,449,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,22.27,0,0.0,1,22.27
"Vaikhānasagṛhyasūtra-0011-VaikhGS, 1, 12-15003.conllu",DCS,160,0,0.0,0,0.0,0,0.0,2,125.0,0,0.0,0,0.0,0,0.0,0,0.0
"Divyāvadāna-0001-Divyāv, 2-11107.conllu",DCS,8794,12,13.65,0,0.0,0,0.0,30,34.11,3,3.41,3,3.41,0,0.0,71,80.74
"Ṛgveda-0961-ṚV, 10, 125-9900.conllu",DCS,163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mṛgendraṭīkā-0170-MṛgṬīkā zu MṛgT, Vidyāpāda, 9, 9.2-1930.conllu",DCS,137,0,0.0,0,0.0,0,0.0,1,72.99,1,72.99,0,0.0,0,0.0,0,0.0
"Ṛgveda-0537-ṚV, 7, 22-10829.conllu",DCS,156,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Parāśaradharmasaṃhitā-0001-ParDhSmṛti, 2-5476.conllu",DCS,248,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-1132-MBh, 7, 155-7992.conllu",DCS,566,1,17.67,1,17.67,0,0.0,1,17.67,1,17.67,0,0.0,0,0.0,0,0.0
"Mahābhārata-0642-MBh, 4, 46-5654.conllu",DCS,294,1,34.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Dhanvantarinighaṇṭu-0000-DhanvNigh, 1-5209.conllu",DCS,3852,3,7.79,1,2.6,2,5.19,44,114.23,0,0.0,0,0.0,0,0.0,2,5.19
"Atharvaveda (Paippalāda)-0127-AVP, 4, 16-11387.conllu",DCS,105,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Spandakārikānirṇaya-0031-SpandaKārNir zu SpandaKār, Tṛtīyo niḥṣyandaḥ, 11.2-1889.conllu",DCS,120,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Jaiminīya-Upaniṣad-Brāhmaṇa-0112-JUB, 3, 38-13410.conllu",DCS,148,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Matsyapurāṇa-0068-MPur, 70-2403.conllu",DCS,1162,3,25.82,0,0.0,0,0.0,6,51.64,0,0.0,0,0.0,0,0.0,3,25.82
"Ṛgveda-0187-ṚV, 1, 188-10625.conllu",DCS,122,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Rājanighaṇṭu-0007-RājNigh, Śat.-236.conllu",DCS,3093,0,0.0,2,6.47,0,0.0,26,84.06,2,6.47,0,0.0,0,0.0,6,19.4
"Mahābhārata-1250-MBh, 9, 32-9133.conllu",DCS,846,0,0.0,0,0.0,0,0.0,3,35.46,0,0.0,0,0.0,0,0.0,0,0.0
"Śārṅgadharasaṃhitādīpikā-0025-ŚSDīp zu ŚdhSaṃh, 2, 11, 43.2-3439.conllu",DCS,165,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mṛgendraṭīkā-0127-MṛgṬīkā zu MṛgT, Vidyāpāda, 6, 5.2-798.conllu",DCS,209,0,0.0,0,0.0,0,0.0,2,95.69,0,0.0,0,0.0,0,0.0,0,0.0
"Ṛgveda-0008-ṚV, 1, 9-9989.conllu",DCS,120,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Viṣṇupurāṇa-0025-ViPur, 2, 4-8465.conllu",DCS,1696,0,0.0,3,17.69,0,0.0,1,5.9,0,0.0,1,5.9,0,0.0,0,0.0
"Skandapurāṇa (Revākhaṇḍa)-0004-SkPur (Rkh), Revākhaṇḍa, Adhyāya 5-3885.conllu",DCS,930,0,0.0,0,0.0,0,0.0,4,43.01,2,21.51,0,0.0,0,0.0,0,0.0
"Mugdhāvabodhinī-0335-MuA zu RHT, 19, 33.2-4475.conllu",DCS,420,0,0.0,0,0.0,0,0.0,0,0.0,1,23.81,0,0.0,0,0.0,0,0.0
"Mugdhāvabodhinī-0316-MuA zu RHT, 19, 7.2-4456.conllu",DCS,184,0,0.0,0,0.0,0,0.0,1,54.35,0,0.0,0,0.0,0,0.0,0,0.0
"Gopathabrāhmaṇa-0154-GB, 2, 1, 20-13538.conllu",DCS,152,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Bhāgavatapurāṇa-0003-BhāgPur, 1, 4-607.conllu",DCS,543,1,18.42,0,0.0,0,0.0,2,36.83,0,0.0,1,18.42,0,0.0,0,0.0
"Vārāhaśrautasūtra-0011-VārŚS, 1, 3, 2-15657.conllu",DCS,451,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,44.35
"Vaikhānasaśrautasūtra-0122-VaikhŚS, 10, 10-14889.conllu",DCS,184,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-1326-MBh, 11, 26-9214.conllu",DCS,741,3,40.49,0,0.0,0,0.0,2,26.99,0,0.0,0,0.0,0,0.0,0,0.0
"Jaiminīya-Upaniṣad-Brāhmaṇa-0054-JUB, 1, 55-13168.conllu",DCS,207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āyurvedadīpikā-0117-ĀVDīp zu Ca, Sū., 27, 98.1-1768.conllu",DCS,138,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kātyāyanaśrautasūtra-0006-KātyŚS, 1, 7-15451.conllu",DCS,160,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kauśikasūtra-0070-KauśS, 9, 3-15985.conllu",DCS,250,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-0875-MBh, 6, 15-7234.conllu",DCS,1242,2,16.1,0,0.0,0,0.0,1,8.05,0,0.0,0,0.0,0,0.0,0,0.0
"Āyurvedadīpikā-0310-ĀVDīp zu Ca, Cik., 2, 16-1515.conllu",DCS,102,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-0636-MBh, 4, 40-5648.conllu",DCS,440,0,0.0,0,0.0,0,0.0,2,45.45,0,0.0,0,0.0,0,0.0,0,0.0
"Kāṭhakasaṃhitā-0029-KS, 7, 15-14568.conllu",DCS,209,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,95.69
"Śārṅgadharasaṃhitādīpikā-0100-ŚSDīp zu ŚdhSaṃh, 2, 12, 233.1-4046.conllu",DCS,201,0,0.0,0,0.0,0,0.0,2,99.5,0,0.0,0,0.0,0,0.0,0,0.0
"Mugdhāvabodhinī-0130-MuA zu RHT, 6, 15.2-4147.conllu",DCS,110,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Baudhāyanaśrautasūtra-0154-BaudhŚS, 18, 4-16515.conllu",DCS,119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Sāmavidhānabrāhmaṇa-0021-SVidhB, 3, 6-15277.conllu",DCS,288,0,0.0,0,0.0,0,0.0,1,34.72,0,0.0,0,0.0,0,0.0,1,34.72
"Skandapurāṇa-0013-SkPur, 14-1052.conllu",DCS,506,0,0.0,1,19.76,0,0.0,4,79.05,0,0.0,2,39.53,0,0.0,0,0.0
"Jaiminīyabrāhmaṇa-0162-JB, 1, 163-15530.conllu",DCS,190,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Atharvaveda (Paippalāda)-0135-AVP, 4, 24-11409.conllu",DCS,133,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Maitrāyaṇīsaṃhitā-0110-MS, 1, 6, 12-11805.conllu",DCS,468,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,64.1,0,0.0,0,0.0
"Maitrāyaṇīsaṃhitā-0077-MS, 1, 4, 8-12662.conllu",DCS,350,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Vātūlanāthasūtravṛtti-0009-VNSūtraV zu VNSūtra, 10.1-322.conllu",DCS,121,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āyurvedadīpikā-0235-ĀVDīp zu Ca, Śār., 1, 76.2-5980.conllu",DCS,116,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Skandapurāṇa (Revākhaṇḍa)-0052-SkPur (Rkh), Revākhaṇḍa, 53-4621.conllu",DCS,875,0,0.0,0,0.0,0,0.0,0,0.0,1,11.43,0,0.0,0,0.0,2,22.86
"Mahābhārata-0732-MBh, 5, 69-8024.conllu",DCS,125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Bhāgavatapurāṇa-0019-BhāgPur, 2, 1-8962.conllu",DCS,758,2,26.39,0,0.0,0,0.0,2,26.39,1,13.19,0,0.0,0,0.0,1,13.19
"Aitareya-Āraṇyaka-0031-AĀ, 2, 2, 1-15114.conllu",DCS,176,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Ānandakanda-0026-ĀK, 2, 2-4523.conllu",DCS,864,0,0.0,0,0.0,0,0.0,2,23.15,0,0.0,0,0.0,0,0.0,0,0.0
"Pañcaviṃśabrāhmaṇa-0063-PB, 6, 4-13023.conllu",DCS,271,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āpastambaśrautasūtra-0147-ĀpŚS, 16, 32-12023.conllu",DCS,183,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āśvālāyanaśrautasūtra-0003-ĀśvŚS, 4, 4-15997.conllu",DCS,117,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Vātūlanāthasūtravṛtti-0007-VNSūtraV zu VNSūtra, 8.1-320.conllu",DCS,198,1,50.51,0,0.0,0,0.0,0,0.0,1,50.51,0,0.0,0,0.0,0,0.0
"Ṛgveda-0719-ṚV, 8, 100-11327.conllu",DCS,234,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Garuḍapurāṇa-0132-GarPur, 1, 136-8396.conllu",DCS,230,0,0.0,0,0.0,0,0.0,2,86.96,1,43.48,0,0.0,0,0.0,0,0.0
"Aitareya-Āraṇyaka-0007-AĀ, 1, 2, 3-14947.conllu",DCS,135,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āpastambaśrautasūtra-0198-ĀpŚS, 19, 25-15852.conllu",DCS,178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Suśrutasaṃhitā-0181-Su, Utt., 62-3867.conllu",DCS,674,1,14.84,0,0.0,0,0.0,9,133.53,0,0.0,0,0.0,0,0.0,1,14.84
"Aṣṭāṅgahṛdayasaṃhitā-0080-AHS, Utt., 1-4574.conllu",DCS,835,1,11.98,1,11.98,0,0.0,3,35.93,0,0.0,1,11.98,0,0.0,1,11.98
"Āyurvedadīpikā-0236-ĀVDīp zu Ca, Śār., 1, 77.2-5981.conllu",DCS,114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Ṛgveda-0360-ṚV, 5, 7-10193.conllu",DCS,162,0,0.0,0,0.0,0,0.0,1,61.73,0,0.0,0,0.0,0,0.0,0,0.0
"Yogasūtrabhāṣya-0125-YSBhā zu YS, 4, 11.1-8874.conllu",DCS,137,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Śatapathabrāhmaṇa-0156-ŚBM, 6, 6, 1-13049.conllu",DCS,729,0,0.0,0,0.0,0,0.0,1,13.72,0,0.0,1,13.72,0,0.0,0,0.0
"Mahābhārata-0972-MBh, 6, 112-7802.conllu",DCS,2232,5,22.4,0,0.0,0,0.0,3,13.44,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-0246-MBh, 2, 21-9281.conllu",DCS,323,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Drāhyāyaṇaśrautasūtra-0031-DrāhŚS, 8, 4-15170.conllu",DCS,223,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Atharvavedapariśiṣṭa-0003-AVPariś, 58b, 1-17584.conllu",DCS,159,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,62.89
"Ṛgveda-0945-ṚV, 10, 109-9883.conllu",DCS,134,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-1885-MBh, 14, 51-8719.conllu",DCS,990,0,0.0,0,0.0,0,0.0,4,40.4,1,10.1,1,10.1,0,0.0,0,0.0
"Ṛgvedakhilāni-0057-ṚVKh, 4, 8-13051.conllu",DCS,160,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Śāṅkhāyanaśrautasūtra-0024-ŚāṅkhŚS, 2, 8-14365.conllu",DCS,194,0,0.0,0,0.0,0,0.0,3,154.64,0,0.0,0,0.0,0,0.0,0,0.0
"Vaikhānasadharmasūtra-0005-VaikhDhS, 1, 6-17077.conllu",DCS,186,2,107.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Śāṅkhāyanaśrautasūtra-0005-ŚāṅkhŚS, 1, 6-14171.conllu",DCS,267,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-1679-MBh, 12, 352-6346.conllu",DCS,179,0,0.0,0,0.0,0,0.0,1,55.87,0,0.0,0,0.0,0,0.0,0,0.0
"Divyāvadāna-0005-Divyāv, 6-11180.conllu",DCS,1519,4,26.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Vaikhānasaśrautasūtra-0059-VaikhŚS, 5, 8-16728.conllu",DCS,167,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kauśikasūtra-0020-KauśS, 3, 4-11386.conllu",DCS,186,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Nirukta-0012-N, 1, 13-17279.conllu",DCS,104,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Atharvaveda (Śaunaka)-0514-AVŚ, 18, 3-12412.conllu",DCS,1504,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.65
"Carakasaṃhitā-0076-Ca, Cik., 1, 3-1519.conllu",DCS,1266,0,0.0,1,7.9,0,0.0,6,47.39,0,0.0,1,7.9,0,0.0,0,0.0
"Mahābhārata-1552-MBh, 12, 225-6219.conllu",DCS,257,0,0.0,0,0.0,0,0.0,2,77.82,0,0.0,2,77.82,0,0.0,0,0.0
"Mahābhārata-1088-MBh, 7, 111-7935.conllu",DCS,541,1,18.48,0,0.0,0,0.0,2,36.97,0,0.0,0,0.0,0,0.0,0,0.0
"Śatapathabrāhmaṇa-0177-ŚBM, 10, 3, 1-16427.conllu",DCS,391,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Pañcārthabhāṣya-0056-PABh zu PāśupSūtra, 2, 12-657.conllu",DCS,287,0,0.0,0,0.0,0,0.0,2,69.69,0,0.0,0,0.0,0,0.0,0,0.0
"Ṛgveda-0851-ṚV, 10, 15-9788.conllu",DCS,272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Matsyapurāṇa-0098-MPur, 100-2439.conllu",DCS,808,1,12.38,0,0.0,0,0.0,5,61.88,1,12.38,0,0.0,0,0.0,0,0.0
"Taittirīyabrāhmaṇa-0013-TB, 1, 2, 5-14683.conllu",DCS,157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Pañcārthabhāṣya-0138-PABh zu PāśupSūtra, 5, 17-924.conllu",DCS,238,0,0.0,0,0.0,0,0.0,1,42.02,0,0.0,0,0.0,0,0.0,0,0.0
"Vaikhānasagṛhyasūtra-0042-VaikhGS, 3, 4-15148.conllu",DCS,164,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-0504-MBh, 3, 207-2770.conllu",DCS,353,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Bhāradvājaśrautasūtra-0082-BhārŚS, 12, 12-17094.conllu",DCS,170,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Maitrāyaṇīsaṃhitā-0023-MS, 1, 2, 11-12521.conllu",DCS,143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Rasaratnasamuccayaṭīkā-0177-RRSṬīkā zu RRS, 11, 71.2-5232.conllu",DCS,185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Carakasaṃhitā-0036-Ca, Nid., 7-286.conllu",DCS,1036,0,0.0,1,9.65,0,0.0,7,67.57,4,38.61,0,0.0,0,0.0,3,28.96
"Śāṅkhāyanāraṇyaka-0125-ŚāṅkhĀ, 11, 1-9643.conllu",DCS,117,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āpastambaśrautasūtra-0214-ĀpŚS, 20, 14-15898.conllu",DCS,137,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Jaiminīya-Upaniṣad-Brāhmaṇa-0107-JUB, 3, 33-13401.conllu",DCS,212,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-0822-MBh, 5, 159-8114.conllu",DCS,202,2,99.01,0,0.0,0,0.0,4,198.02,0,0.0,0,0.0,0,0.0,0,0.0
"Jaiminīyabrāhmaṇa-0161-JB, 1, 162-15528.conllu",DCS,132,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Aitareyabrāhmaṇa-0073-AB, 3, 3-11568.conllu",DCS,297,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Nyāyabhāṣya-0005-NyāBh zu NyāSū, 3, 2, 72-7195.conllu",DCS,390,0,0.0,0,0.0,0,0.0,0,0.0,4,102.56,0,0.0,0,0.0,0,0.0
"Śāṅkhāyanaśrautasūtra-0047-ŚāṅkhŚS, 4, 14-14216.conllu",DCS,195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-1011-MBh, 7, 34-7845.conllu",DCS,457,0,0.0,1,21.88,0,0.0,2,43.76,0,0.0,0,0.0,0,0.0,0,0.0
"Ṛgveda-0508-ṚV, 6, 68-10785.conllu",DCS,219,0,0.0,0,0.0,0,0.0,1,45.66,0,0.0,0,0.0,0,0.0,0,0.0
"Bhāradvājaśrautasūtra-0007-BhārŚS, 1, 8-16393.conllu",DCS,157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Baudhāyanaśrautasūtra-0067-BaudhŚS, 6, 30-16645.conllu",DCS,328,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Aitareyabrāhmaṇa-0236-AB, 7, 14-12126.conllu",DCS,261,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Yogasūtrabhāṣya-0009-YSBhā zu YS, 1, 11.1-7183.conllu",DCS,138,0,0.0,0,0.0,0,0.0,1,72.46,0,0.0,0,0.0,0,0.0,0,0.0
"Ṛgveda-0943-ṚV, 10, 107-9881.conllu",DCS,241,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Āyurvedadīpikā-0244-ĀVDīp zu Ca, Śār., 1, 97.2-6704.conllu",DCS,140,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Ṛgveda-0727-ṚV, 9, 5-10693.conllu",DCS,118,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Bhāradvājagṛhyasūtra-0040-BhārGS, 2, 13-15784.conllu",DCS,157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Baudhāyanaśrautasūtra-0001-BaudhŚS, 1, 2-11750.conllu",DCS,286,0,0.0,2,69.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kūrmapurāṇa-0078-KūPur, 2, 28-7635.conllu",DCS,542,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Aṣṭāṅgahṛdayasaṃhitā-0095-AHS, Utt., 16-4842.conllu",DCS,1222,1,8.18,0,0.0,0,0.0,5,40.92,2,16.37,0,0.0,0,0.0,0,0.0
"Aitareyabrāhmaṇa-0248-AB, 7, 26-12158.conllu",DCS,153,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kauśikasūtra-0017-KauśS, 3, 1-11347.conllu",DCS,259,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Vaikhānasaśrautasūtra-0084-VaikhŚS, 7, 12-16832.conllu",DCS,116,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Maitrāyaṇīsaṃhitā-0163-MS, 1, 11, 9-12879.conllu",DCS,262,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Śārṅgadharasaṃhitādīpikā-0033-ŚSDīp zu ŚdhSaṃh, 2, 11, 66.1-3752.conllu",DCS,175,0,0.0,0,0.0,0,0.0,2,114.29,0,0.0,0,0.0,0,0.0,0,0.0
"Tantrasāra-0002-TantraS, 3-179.conllu",DCS,851,0,0.0,1,11.75,0,0.0,1,11.75,2,23.5,2,23.5,0,0.0,0,0.0
"Āyurvedadīpikā-0398-ĀVDīp zu Ca, Cik., 2, 4, 51.2-1671.conllu",DCS,112,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Liṅgapurāṇa-0054-LiPur, 1, 55-5426.conllu",DCS,1383,2,14.46,0,0.0,0,0.0,2,14.46,0,0.0,1,7.23,0,0.0,0,0.0
"Jaiminīyabrāhmaṇa-0302-JB, 1, 303-16252.conllu",DCS,172,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mahābhārata-1456-MBh, 12, 129-6124.conllu",DCS,222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Kūrmapurāṇa-0067-KūPur, 2, 17-7620.conllu",DCS,845,0,0.0,0,0.0,2,23.67,0,0.0,1,11.83,3,35.5,0,0.0,0,0.0
"Ṛgveda-0333-ṚV, 4, 38-10650.conllu",DCS,197,0,0.0,0,0.0,0,0.0,1,50.76,0,0.0,1,50.76,0,0.0,0,0.0
"Vaikhānasaśrautasūtra-0131-VaikhŚS, 10, 19-14931.conllu",DCS,198,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Taittirīyasaṃhitā-0094-TS, 4, 4, 3-12053.conllu",DCS,202,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Atharvaveda (Paippalāda)-0253-AVP, 19, 35-17563.conllu",DCS,196,0,0.0,0,0.0,0,0.0,0,0.0,1,51.02,0,0.0,0,0.0,0,0.0
"Hiraṇyakeśigṛhyasūtra-0048-HirGS, 2, 20-13577.conllu",DCS,195,1,51.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Jaiminīya-Upaniṣad-Brāhmaṇa-0039-JUB, 1, 40-12642.conllu",DCS,146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Drāhyāyaṇaśrautasūtra-0050-DrāhŚS, 13, 3-15058.conllu",DCS,240,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Śāṅkhāyanāraṇyaka-0083-ŚāṅkhĀ, 7, 8-9597.conllu",DCS,111,0,0.0,7,630.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Taittirīyasaṃhitā-0052-TS, 1, 8, 6-15231.conllu",DCS,117,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Mānavagṛhyasūtra-0039-MānGS, 2, 17-15417.conllu",DCS,167,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"Sūryasiddhānta-0001-SūrSiddh, 2-438.conllu",DCS,1359,0,0.0,0,0.0,0,0.0,6,44.15,0,0.0,3,22.08,0,0.0,0,0.0
"Śatapathabrāhmaṇa-0131-ŚBM, 5, 4, 3-14488.conllu",DCS,1151,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
