Source_Repo,Text_Layer,Total_Chars,pithasarpin_crawler_Count,vaṃśanartin_pole_Count,stambha_axis_Count,sarpa_serpent_Count,candala_outcaste_Count,merudanda_spine_Count,vamsadanda_pneumatics_Count,bandha_valves_Count,candali_reversion_Count,Contextual_Entropy_H
raw_gretil,sa_yamasmRti-99v.htm,12024,0,0,0,1,5,0,0,0,0,6.806
raw_gretil,tantralu.htm,748321,0,0,1,6,1,0,1,0,0,6.131
raw_gretil,benfse_u.htm,4253085,1,0,37,36,12,0,0,1,0,6.95
raw_gretil,apadanau.htm,943875,0,0,11,0,1,0,1,0,0,7.385
raw_gretil,b10c001.htm,15517,0,0,0,1,0,0,0,0,0,3.572
raw_gretil,b06c087.htm,6564,0,0,1,1,0,0,0,0,0,3.955
raw_gretil,santts_u.htm,737157,0,0,1,7,0,0,0,0,0,6.19
raw_gretil,sa_bhAsa-dUtavAkya.htm,19337,0,0,1,1,0,0,0,0,0,5.249
raw_gretil,b13c129.htm,12059,0,0,1,0,0,0,0,0,0,3.498
raw_gretil,b03c129.htm,4867,0,0,0,1,0,0,0,0,0,3.973
raw_gretil,sa_zatasAhasrikA-prajJApAramitA-2.htm,1939973,0,0,5,0,1,0,0,0,0,6.471
raw_gretil,b06c050.htm,26514,0,0,0,1,0,0,0,0,0,3.977
raw_gretil,b05c193.htm,16202,0,0,0,3,0,0,0,0,0,4.666
raw_gretil,divav33u.htm,229135,0,0,1,5,24,0,0,0,1,8.204
raw_gretil,sa_vAmanapurANasaromAhAtmya.htm,140439,0,0,0,1,0,0,0,0,0,4.547
raw_gretil,b13c101.htm,14599,0,0,0,1,0,0,0,0,0,3.492
raw_gretil,pars2_pu.htm,71226,0,0,1,7,26,0,0,0,4,7.922
raw_gretil,sa_AnandabhaTTa-vallAlacarita.htm,112286,0,0,1,2,1,0,0,0,0,6.08
raw_gretil,padnscpu.htm,216113,0,0,4,13,0,0,0,0,0,8.004
raw_gretil,prakp08u.htm,33762,0,0,0,1,0,0,0,0,0,4.736
raw_gretil,mwse72_u.htm,15286709,1,1,153,279,40,3,4,9,0,8.616
raw_gretil,b01c038.htm,9111,0,0,1,1,0,0,0,0,0,4.238
raw_gretil,sa_gorakSazataka-alt.htm,13775,0,0,1,0,0,0,0,0,0,4.56
raw_gretil,sa_pauSkarasaMhitA-27-43.htm,405227,0,0,15,1,0,0,0,0,0,7.209
raw_gretil,b11c004.htm,3248,0,0,0,2,0,0,0,0,0,4.471
raw_gretil,bhp_05u.htm,128975,0,0,2,2,0,0,0,0,0,6.747
raw_gretil,sa_manusmRti.htm,577013,2,0,2,12,24,0,2,0,0,8.254
raw_gretil,sanss03u.htm,21333,0,0,3,0,1,0,0,0,0,6.249
raw_gretil,visa03cu.htm,334275,0,0,9,4,2,0,0,0,0,5.794
raw_gretil,rv_07_u.htm,119124,0,0,1,0,0,0,0,0,0,4.459
raw_gretil,pramanvu.htm,164685,0,0,0,3,0,0,0,0,0,5.586
raw_gretil,sa_vimalamitra-abhidharmadIpa.htm,67731,0,0,1,0,0,0,0,0,0,3.948
raw_gretil,bhg4c09u.htm,103882,0,0,0,1,0,0,0,0,0,4.923
raw_gretil,sa_rAdhAkRSNadAsagosvAmin-sAdhanadIpikA.htm,280444,0,0,2,1,0,0,0,0,0,6.415
raw_gretil,sa_prakAzasaMhitA.htm,176273,0,0,6,3,0,0,0,0,0,6.786
raw_gretil,simhrs_u.htm,350254,0,0,22,10,4,0,0,1,0,9.083
raw_gretil,sa_matsyapurANa1-176.htm,952926,0,0,9,29,0,0,1,0,0,8.632
raw_gretil,nysu__2u.htm,891691,0,0,12,4,7,0,0,0,1,7.814
raw_gretil,b12c139.htm,23029,0,0,0,1,0,0,0,0,0,4.304
raw_gretil,canprasu.htm,517777,0,0,5,4,0,0,0,0,0,7.026
raw_gretil,sa_abhidharmasamuccayabhASya.htm,276101,0,0,31,2,1,0,0,0,0,7.411
raw_gretil,kragh_iu.htm,258885,0,0,12,13,0,0,0,0,0,6.812
raw_gretil,visvantu.htm,30732,0,0,0,1,1,0,0,0,0,3.981
raw_gretil,b01c011.htm,3980,0,0,0,2,0,0,0,0,0,4.298
raw_gretil,b11c005.htm,5091,0,0,0,1,0,0,0,0,0,4.098
raw_gretil,rvpp_02u.htm,78543,0,0,0,1,0,0,0,0,0,4.325
raw_gretil,avpari_u.htm,413218,0,0,14,29,0,0,0,0,0,8.804
raw_gretil,nars2_pu.htm,104881,0,0,0,2,2,0,0,0,0,6.263
raw_gretil,sa_viSNupurANa-crit.htm,714152,0,0,7,25,3,0,0,0,0,8.635
raw_gretil,sa_kAzyapaparivartasUtra.htm,93885,0,0,1,0,0,0,0,0,0,4.938
raw_gretil,grasht_u.htm,349337,0,0,10,3,0,0,0,0,0,7.309
raw_gretil,bsa071_u.htm,44075,0,0,0,3,0,0,0,0,0,5.6
raw_gretil,jatak5ou.htm,1548798,0,0,3,0,9,0,2,0,2,6.457
raw_gretil,bsa034_u.htm,518142,0,0,5,0,4,0,0,0,0,6.703
raw_gretil,brupsb4u.htm,202946,0,0,1,8,1,0,0,0,0,7.312
raw_gretil,vnyps12u.htm,21191,0,0,0,3,0,0,0,0,0,5.72
raw_gretil,visvaksu.htm,437021,0,0,16,17,10,0,0,0,0,8.563
raw_gretil,sa_bharata-nATyazAstra-1-1618-303335-37.htm,503923,0,0,63,39,0,0,0,2,0,9.15
raw_gretil,mamkavpu.htm,374541,0,0,1,6,2,0,0,0,0,3.542
raw_gretil,bsa009_u.htm,2404,0,0,0,1,0,0,0,0,0,4.0
raw_gretil,jatak6pu.htm,1662547,0,0,0,0,12,0,4,0,1,6.833
raw_gretil,sa_vAgbhaTa-aSTAGgahRdayasUtra.htm,988900,0,0,130,158,2,0,0,10,0,11.226
raw_gretil,srabhusu.htm,443186,0,0,2,0,2,0,0,0,0,6.074
raw_gretil,sa_bAdarAyaNa-brahmasUtra-comm-subcomm2.htm,1871949,0,0,17,29,3,0,0,1,0,9.155
raw_gretil,sa_agnipurANa.htm,1645878,0,0,73,37,13,0,1,6,0,8.805
raw_gretil,sa_govardhana-AryAsaptazatI.htm,92198,0,0,7,2,0,0,0,0,0,7.631
raw_gretil,mbh_07_u.htm,1333481,0,0,9,19,0,0,0,0,0,8.329
raw_gretil,bsu016_u.htm,1031762,0,0,25,0,1,2,2,1,3,8.299
raw_gretil,sa_kSemendra-darpadalana.htm,69876,0,0,3,4,7,0,0,0,2,7.732
raw_gretil,narads_u.htm,111057,0,0,0,2,2,0,0,0,0,5.784
raw_gretil,brup___u.htm,129322,0,0,0,1,0,0,0,0,0,4.97
raw_gretil,ksakunxu.htm,122343,0,0,1,8,0,0,0,0,0,7.496
raw_gretil,vin3s1ou.htm,565474,0,0,1,0,0,0,0,0,0,4.748
raw_gretil,vinv172u.htm,557351,0,0,0,3,10,0,0,0,0,6.994
raw_gretil,ksbhm19u.htm,183693,0,0,12,4,0,0,0,0,0,7.449
raw_gretil,mdhvkmou.htm,26295,0,0,0,0,1,0,0,0,0,4.852
raw_gretil,kbavk75u.htm,2698,0,0,0,0,0,0,0,1,0,4.143
raw_gretil,vijnbhau.htm,17975,0,0,0,1,0,0,0,0,0,4.556
raw_gretil,b09c029.htm,15996,0,0,1,0,0,0,0,0,0,3.763
raw_gretil,brhats_u.htm,421307,0,0,11,16,1,0,0,0,0,8.574
raw_gretil,mrgt3cau.htm,74765,0,0,0,1,0,0,0,0,0,3.096
raw_gretil,mbh_05_u.htm,880768,0,0,5,25,0,0,1,0,0,8.537
raw_gretil,b14c036.htm,7798,0,0,1,0,0,0,0,0,0,3.788
raw_gretil,jatak4pu.htm,1140524,0,0,13,0,50,0,0,0,1,8.336
raw_gretil,bhassv_u.htm,81209,0,0,0,7,0,0,0,0,0,6.412
raw_gretil,b04c022.htm,7459,0,0,1,0,0,0,0,0,0,3.962
raw_gretil,muktacau.htm,130963,0,0,5,4,0,0,0,0,0,7.796
raw_gretil,b04c036.htm,11642,0,0,0,2,0,0,0,0,0,4.282
raw_gretil,sa_rasAdhyaya1-302-com.htm,71235,0,0,0,1,0,0,0,0,0,4.585
raw_gretil,sa_bhAvAgaNeza-tattvayAthArthyadIpana.htm,44311,0,0,1,1,1,0,0,0,0,5.333
raw_gretil,sa_parazurAmakalpasUtra.htm,63062,0,0,9,1,0,0,0,1,0,7.589
raw_gretil,sa_vijJAnezvara-mitAkSarA.htm,1196094,0,0,7,25,62,0,8,0,3,9.867
raw_gretil,b07c136.htm,4370,0,0,0,1,0,0,0,0,0,3.48
raw_gretil,visnu_au.htm,180891,0,0,1,5,8,0,0,0,1,7.581
raw_gretil,madhanuu.htm,214320,0,0,0,1,7,0,0,0,0,6.381
